wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
9,5,0,21,84,20,1,21,9,0.6875,586,1.0,1,0.965811966,0.311111111,5,10,63.88888889,1,0.8889,1
9,2,0,6,25,0,1,5,8,0.607142857,369,1.0,2,0.555555556,0.361111111,1,6,39.22222222,6,2.6667,1
38,4,0,19,117,581,1,19,28,0.86977887,1628,0.545454545,1,0.717557252,0.142857143,2,18,41.55263158,42,4.6316,1
110,1,0,13,149,5191,0,13,96,0.943807339,1853,0.666666667,8,0.0,0.11983945,0,0,15.62727273,10,1.5364,0
12,3,0,40,49,0,1,39,11,0.333333333,836,1.0,2,0.865853659,0.238095238,2,8,68.41666667,18,3.25,0
0,1,0,5,0,0,5,0,0,2.0,14,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
1,4,0,0,2,0,0,0,1,2.0,11,0.0,0,1.0,1.0,0,0,7.0,0,0.0,0
2,3,0,4,5,1,1,3,2,2.0,16,0.0,0,0.976190476,0.75,1,1,7.0,1,0.5,0
1,4,0,0,2,0,0,0,1,2.0,4,0.0,0,1.0,1.0,0,0,3.0,0,0.0,0
18,5,0,22,48,19,5,18,16,0.75,244,1.0,2,0.858333333,0.185185185,4,14,12.33333333,3,1.3333,0
5,3,0,14,49,4,1,14,4,0.5,319,1.0,1,0.9375,0.36,2,5,62.6,13,3.2,0
71,2,0,47,152,2163,25,25,33,0.941326531,1340,0.75,6,0.197674419,0.108035714,1,1,17.47887324,7,1.3239,1
5,1,0,1,9,0,1,0,5,0.5,41,1.0,0,0.0,0.466666667,0,0,6.8,1,0.8,0
1,2,0,8,2,0,3,5,1,2.0,10,0.0,0,0.0,1.0,0,0,9.0,0,0.0,0
20,2,0,41,44,190,18,30,19,2.0,353,0.0,0,0.634615385,0.230769231,2,4,16.65,8,1.45,1
3,2,0,3,5,3,1,2,0,2.0,24,0.0,0,0.5,0.555555556,0,0,7.0,2,1.3333,0
5,4,0,14,10,4,1,14,4,0.5,38,1.0,0,0.947368421,0.36,2,8,6.4,1,0.8,0
2,4,0,22,25,1,2,20,2,2.0,137,0.0,0,0.987012987,0.625,2,3,67.5,9,4.5,0
7,5,0,7,18,0,1,6,7,0.0,115,0.0,0,0.978417266,0.285714286,3,14,15.28571429,1,0.4286,0
8,2,0,14,19,28,1,14,7,2.0,82,0.0,0,0.825,0.375,2,3,9.25,2,1.25,0
2,5,0,4,5,1,0,4,2,2.0,12,0.0,0,0.982142857,0.75,2,7,5.0,1,0.5,0
9,2,0,12,20,0,4,10,8,0.125,212,1.0,1,0.789473684,0.197530864,1,7,22.44444444,7,2.4444,0
5,1,0,10,15,2,1,9,4,0.5,68,1.0,1,0.0,0.342857143,0,0,12.2,1,0.8,1
3,5,0,12,13,3,0,12,3,2.0,50,0.0,0,0.99,0.533333333,3,5,15.66666667,1,0.3333,0
1,3,2,3,2,0,3,0,1,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0,0
15,1,3,9,39,91,5,4,7,0.811688312,824,0.818181818,3,0.0,0.267857143,0,0,52.46666667,14,3.4667,0
2,4,0,10,17,1,0,10,2,2.0,87,0.0,0,0.979591837,0.75,2,7,42.5,1,0.5,0
21,1,2,43,49,196,36,8,17,0.975,299,0.4,1,0.0,0.15,0,0,12.76190476,10,1.3333,1
3,1,0,0,9,1,0,0,2,0.5,44,1.0,0,0.0,0.5,0,0,12.66666667,2,0.6667,0
2,4,0,5,5,0,3,3,2,0.0,25,0.0,0,0.987341772,0.666666667,2,3,11.0,2,1.0,0
1,1,0,2,1,0,1,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
2,5,0,7,6,1,0,7,2,2.0,21,0.0,0,0.98245614,0.75,1,6,9.5,1,0.5,0
95,4,2,15,191,0,2,13,66,0.920621931,2509,1.0,2,0.5,0.197894737,1,25,25.27368421,11,2.0421,1
2,3,0,5,4,1,1,4,2,2.0,9,0.0,0,0.975609756,0.75,1,1,3.5,1,0.5,0
21,3,0,65,104,68,6,64,20,0.765,1066,1.0,4,0.78021978,0.210884354,2,8,49.28571429,12,3.1429,0
3,1,0,2,8,0,2,1,3,0.75,100,0.0,1,0.0,0.666666667,0,0,31.66666667,4,2.3333,0
5,1,0,6,13,4,4,2,3,0.75,44,0.5,1,0.0,0.25,0,0,7.4,1,0.6,0
5,2,0,6,7,4,1,5,5,0.5,22,1.0,0,0.555555556,0.325,0,0,3.2,1,0.8,0
27,3,0,11,87,201,5,10,24,0.783653846,697,1.0,0,0.444444444,0.171328671,1,2,24.51851852,3,1.0741,1
18,1,0,13,20,3,13,0,11,0.294117647,860,1.0,0,0.0,0.916666667,0,0,46.38888889,8,3.1111,0
1,1,0,0,1,0,0,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
1,4,0,2,2,0,1,1,1,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0,0
5,4,0,19,19,10,0,19,5,2.0,85,0.0,0,0.96,0.333333333,3,12,16.0,2,1.2,0
5,1,0,41,5,10,41,0,5,2.0,5,0.0,0,0.0,0.6,0,0,0.0,1,1.0,0
52,4,8,46,84,1030,28,22,45,0.85130719,658,0.833333333,4,0.616,0.145104895,2,9,11.42307692,10,1.3846,1
21,1,0,2,51,134,1,1,21,0.716666667,292,1.0,0,0.0,0.265306122,0,0,12.76190476,7,1.381,1
8,6,0,31,41,0,1,30,8,0.285714286,253,1.0,2,0.933962264,0.25,4,5,30.375,8,1.75,0
18,2,0,44,42,153,18,30,17,2.0,268,0.0,0,0.66,0.283950617,2,4,13.88888889,4,1.2778,0
4,1,0,6,4,6,4,2,4,2.0,4,0.0,0,0.0,0.5,0,0,0.0,1,1.0,0
2,1,0,1,4,1,1,0,2,2.0,9,0.0,0,0.0,0.75,0,0,3.5,1,0.5,0
26,4,6,136,47,287,121,15,26,0.978461538,414,1.0,1,0.795081967,0.161538462,1,2,13.92307692,4,1.3077,0
1,1,0,1,1,0,0,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
4,4,0,19,17,0,0,19,4,0.666666667,84,1.0,2,0.96969697,0.375,3,8,19.5,2,1.0,0
9,2,0,5,24,0,1,4,9,0.625,106,1.0,2,0.555555556,0.288888889,1,5,10.44444444,3,1.2222,0
1,5,3,7,2,0,6,1,0,2.0,4,0.0,0,1.0,1.0,0,0,3.0,0,0.0,0
27,4,2,21,53,257,8,15,23,0.807692308,451,0.625,4,0.747572816,0.138888889,1,4,15.40740741,5,1.5926,1
3,4,0,1,4,1,0,1,2,1.428571429,1872,0.0,0,0.976190476,1.0,0,0,618.3333333,1,0.3333,1
5,3,0,20,33,0,0,20,4,0.5,176,1.0,1,0.933333333,0.333333333,2,7,33.8,6,1.8,0
13,1,0,11,54,76,1,10,9,0.875,371,0.5,1,0.0,0.208333333,0,0,27.23076923,5,1.9231,1
28,3,0,12,104,222,1,11,17,0.855967078,2480,0.888888889,5,0.866666667,0.196296296,2,26,87.25,3,1.1429,1
4,7,0,7,13,6,0,7,3,2.0,81,0.0,0,0.96,0.5,3,8,19.25,1,0.75,1
31,3,2,22,78,239,11,13,26,0.733333333,1095,0.4,2,0.641975309,0.180107527,2,9,34.16129032,17,3.0645,1
0,1,0,2,0,0,2,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
8,4,9,18,21,8,9,9,4,2.0,110,0.0,0,0.872727273,0.5,2,5,12.75,2,1.125,1
3,4,0,1,4,1,0,1,2,1.423076923,3769,0.0,0,0.976190476,1.0,0,0,1251.0,1,0.3333,0
74,3,2,47,119,2539,37,17,70,0.966051221,1136,0.913043478,4,0.728624535,0.073443008,3,19,14.04054054,16,1.8378,1
6,1,0,17,51,15,0,17,3,1.2,368,1.0,0,0.0,0.5,0,0,60.16666667,1,0.8333,1
2,3,2,10,8,1,7,5,1,2.0,44,0.0,0,0.986111111,0.5,0,0,21.0,3,1.5,0
2,3,0,3,6,0,0,3,2,0.0,28,1.0,1,0.952380952,0.666666667,1,2,12.5,3,1.5,0
4,3,0,8,8,6,1,7,3,1.0,30,1.0,0,0.952380952,0.4,2,4,6.0,1,0.75,0
41,3,0,3,56,814,2,1,41,2.0,161,0.0,0,0.74,0.153846154,2,6,2.926829268,1,0.9512,0
32,4,2,17,84,354,6,12,28,0.88172043,656,1.0,2,0.86695279,0.180555556,3,19,19.21875,10,1.8438,1
8,2,0,17,29,0,17,0,8,0.285714286,119,0.0,0,0.666666667,0.34375,0,0,13.75,2,1.0,0
7,4,0,19,38,7,0,19,5,0.458333333,275,1.0,1,0.941176471,0.285714286,3,13,37.71428571,12,3.2857,0
25,3,0,6,49,0,4,3,25,0.520833333,161,0.5,1,0.890909091,0.253333333,1,1,5.36,2,1.0,1
2,1,0,13,31,0,1,13,0,0.142857143,217,0.928571429,9,0.0,1.0,0,0,100.5,3,1.5,0
4,1,0,2,6,0,2,0,4,0.416666667,87,1.0,0,0.0,1.0,0,0,19.75,2,1.0,1
13,1,1,13,35,58,10,3,13,0.666666667,260,0.0,0,0.0,0.307692308,0,0,18.92307692,11,2.0,1
107,1,1,2,117,5671,1,1,107,2.0,648,0.0,0,0.0,0.191069574,0,0,5.056074766,1,0.9907,1
3,4,0,1,4,1,0,1,2,1.3,875,0.0,0,0.976190476,1.0,0,0,289.0,1,0.3333,0
1,1,0,5,1,0,3,2,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1
9,1,0,8,12,0,8,0,7,0.40625,117,1.0,0,0.0,0.5,1,2,11.55555556,4,1.1111,0
5,3,18,19,16,8,19,0,3,1.223684211,424,0.0,0,0.926829268,0.416666667,0,0,80.0,3,1.0,1
6,3,0,21,39,0,0,21,5,0.4,201,1.0,2,0.918032787,0.361111111,1,7,32.16666667,3,1.6667,1
3,1,0,10,46,3,0,10,3,2.0,257,0.0,0,0.0,0.466666667,0,0,84.66666667,1,0.6667,1
6,4,0,34,48,1,10,28,5,2.0,282,0.0,0,0.938271605,0.4,2,13,46.0,8,3.6667,1
3,1,0,2,6,0,0,2,3,0.0,24,0.0,1,0.0,0.666666667,0,0,6.666666667,1,0.6667,0
55,1,5,97,116,1101,74,43,10,0.912037037,1105,1.0,6,0.0,0.149691358,0,0,18.87272727,18,2.1818,0
28,3,0,42,61,370,13,34,26,1.0,533,0.0,0,0.564516129,0.181547619,1,3,18.0,10,1.8214,0
3,3,0,6,7,1,1,5,3,2.0,42,0.0,0,0.953488372,0.833333333,1,6,13.0,1,0.6667,0
3,4,0,13,5,3,13,0,3,2.0,16,0.0,0,1.0,0.555555556,0,0,4.333333333,0,0.0,0
15,1,0,13,26,1,12,2,14,0.553571429,477,1.0,1,0.0,0.383333333,0,0,30.53333333,6,2.4667,0
11,2,1,10,29,53,7,3,11,0.8,125,1.0,0,0.714285714,0.327272727,1,5,10.27272727,4,1.4545,1
3,4,0,10,34,3,1,9,1,2.0,169,0.0,0,0.990566038,0.666666667,1,1,55.33333333,1,0.6667,0
1,4,0,1,2,0,0,1,1,2.0,4,0.0,0,1.0,1.0,0,0,3.0,0,0.0,1
10,4,0,9,23,23,1,8,10,0.555555556,89,0.0,1,0.905263158,0.28,3,22,7.8,2,1.0,0
3,7,0,15,26,0,0,15,2,0.0,171,0.75,3,0.985185185,0.444444444,3,4,54.66666667,6,3.0,1
45,2,0,60,112,932,23,41,15,0.568181818,1178,0.6,1,0.328125,0.175925926,1,1,25.06666667,12,1.2222,1
24,1,0,4,30,0,4,0,21,0.543478261,481,1.0,0,0.0,0.316666667,0,0,18.875,8,1.6667,1
3,4,0,1,4,1,0,1,2,1.3,875,0.0,0,0.976190476,1.0,0,0,289.0,1,0.3333,0
65,1,0,7,135,508,6,4,59,0.7375,2297,0.85,12,0.0,0.1515625,0,0,34.03076923,18,1.8462,1
4,2,0,2,6,6,0,2,4,1.0,26,0.0,1,0.966666667,0.5625,0,0,5.25,1,0.25,0
6,5,0,26,27,15,1,25,4,2.0,226,0.0,0,0.97706422,0.533333333,2,4,36.66666667,6,1.6667,1
6,3,0,9,26,15,0,9,6,2.0,160,0.0,0,0.975124378,0.444444444,2,6,25.66666667,4,1.3333,1
2,1,0,2,2,1,2,0,2,2.0,2,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0,0
3,4,0,18,31,1,1,17,3,2.0,152,0.0,0,0.974358974,0.5,2,3,49.66666667,8,3.0,1
6,3,0,24,31,0,2,22,6,0.333333333,213,1.0,2,0.934210526,0.305555556,2,7,34.0,4,1.3333,0
41,3,0,4,66,742,2,2,40,0.95,337,1.0,0,0.74,0.148217636,3,14,7.195121951,3,1.0,0
13,1,0,2,27,0,1,1,13,0.694444444,168,0.0,1,0.0,0.4,0,0,11.69230769,6,1.6923,1
5,1,0,5,7,10,1,4,5,2.0,30,0.0,0,0.0,0.25,0,0,5.0,1,0.8,0
9,1,0,12,32,0,12,0,8,0.6875,276,1.0,0,0.0,0.555555556,0,0,29.0,5,2.1111,1
10,3,0,23,59,7,1,22,7,0.644444444,505,1.0,2,0.861538462,0.3,1,9,49.0,13,3.9,1
5,1,0,6,5,10,6,0,5,2.0,5,0.0,0,0.0,0.333333333,0,0,0.0,1,1.0,0
81,2,0,10,167,0,1,9,75,0.841666667,1040,1.0,1,0.520958084,0.114403292,2,7,11.65432099,10,1.1728,0
3,4,0,1,4,1,0,1,2,0.5,314,0.0,0,0.976190476,1.0,0,0,103.3333333,1,0.3333,1
3,4,0,1,4,1,0,1,2,0.5,487,0.0,0,0.976190476,1.0,0,0,161.0,1,0.3333,1
12,1,0,5,23,54,0,5,12,0.454545455,139,1.0,1,0.0,0.533333333,0,0,10.5,1,0.8333,0
6,3,0,28,58,3,1,28,5,0.6,332,1.0,2,0.918032787,0.361111111,1,7,54.0,9,2.6667,0
11,1,0,8,15,0,8,0,11,0.425,234,1.0,0,0.0,0.515151515,0,0,19.90909091,4,1.7273,1
8,2,0,6,25,0,1,5,8,0.485714286,183,1.0,2,0.65,0.34375,1,5,21.25,6,1.625,1
3,4,0,1,4,1,0,1,2,1.423076923,3769,0.0,0,0.976190476,1.0,0,0,1251.0,1,0.3333,0
2,5,0,5,7,1,0,5,2,2.0,35,0.0,0,0.982142857,0.75,2,7,16.5,1,0.5,1
4,1,0,4,13,0,2,2,4,0.166666667,76,1.0,1,0.0,0.75,0,0,17.5,2,1.0,1
3,3,2,4,4,3,3,1,2,2.0,6,0.0,0,0.97260274,0.666666667,0,0,1.0,1,0.6667,0
1,1,0,6,1,0,4,2,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1
4,1,0,4,4,6,4,1,4,2.0,4,0.0,0,0.0,0.55,0,0,0.0,1,1.0,0
1,1,0,4,1,0,3,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
22,1,0,2,49,221,1,1,20,0.964285714,341,1.0,1,0.0,0.143939394,0,0,14.31818182,2,1.0,1
10,2,0,6,19,0,2,4,10,0.111111111,58,0.0,1,0.689655172,0.325,1,1,4.7,1,0.9,0
3,1,0,8,3,3,5,3,3,2.0,3,0.0,0,0.0,0.5,0,0,0.0,1,1.0,1
3,4,0,1,4,1,0,1,2,0.5,314,0.0,0,0.976190476,1.0,0,0,103.3333333,1,0.3333,1
7,3,3,16,22,0,10,9,7,0.416666667,146,1.0,2,0.934210526,0.357142857,2,4,19.57142857,3,1.1429,0
13,4,1,16,49,40,2,14,13,0.638888889,352,0.666666667,3,0.946902655,0.188034188,4,11,25.84615385,2,1.1538,1
13,4,1,4,26,8,2,2,12,0.541666667,257,0.5,0,0.771428571,0.269230769,2,4,18.61538462,5,1.8462,1
4,3,0,6,5,0,6,0,2,1.095238095,54,0.0,0,0.944444444,0.666666667,0,0,10.75,1,0.25,1
1,1,0,2,1,0,2,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
7,2,0,3,19,0,0,3,7,0.0,64,1.0,1,0.684210526,0.428571429,1,5,8.0,1,0.8571,0
10,3,4,124,15,27,120,5,9,0.888888889,87,1.0,2,0.898734177,0.288888889,0,0,6.9,1,0.8,0
1,4,0,1,2,0,0,1,1,2.0,4,0.0,0,1.0,1.0,0,0,3.0,0,0.0,1
3,1,0,1,15,3,0,1,3,1.5,124,1.0,0,0.0,0.333333333,0,0,40.0,6,2.6667,0
1,6,0,1,2,0,0,1,1,2.0,6,0.0,0,1.0,1.0,0,0,5.0,0,0.0,0
7,6,5,12,15,1,7,6,5,0.333333333,75,1.0,1,0.962406015,0.342857143,2,5,9.571428571,2,1.0,1
3,3,0,0,4,3,0,0,3,2.0,6,0.0,0,0.95,0.833333333,0,0,1.0,1,0.6667,1
8,3,0,13,27,0,0,13,7,0.285714286,117,1.0,1,0.965517241,0.270833333,2,5,13.5,2,1.0,1
55,1,0,12,112,0,5,7,51,0.831481481,576,1.0,3,0.0,0.214141414,0,0,9.290909091,5,1.4182,1
46,1,0,3,53,1009,2,1,45,0.966666667,245,0.0,0,0.0,0.190217391,0,0,4.195652174,1,0.9783,0
5,1,0,7,10,10,7,0,5,2.0,85,0.0,0,0.0,0.2,0,0,16.0,5,3.0,1
10,1,1,6,41,0,3,3,7,0.333333333,437,0.666666667,1,0.0,0.475,0,0,42.4,1,0.8,1
4,2,1,6,19,0,1,6,4,0.333333333,164,1.0,1,0.823529412,0.5,1,4,39.75,11,3.25,0
2,1,0,7,24,1,3,4,2,2.0,109,0.0,0,0.0,0.5,0,0,53.5,1,0.5,1
9,1,0,0,9,36,0,0,9,1.125,19,0.0,0,0.0,0.555555556,0,0,0.0,1,1.0,0
5,1,1,5,17,8,4,1,5,0.75,107,0.0,0,0.0,0.6,0,0,20.2,12,3.0,1
11,2,0,3,38,49,0,3,10,0.6,402,1.0,1,0.181818182,0.275,0,0,35.36363636,6,2.5455,1
1,1,0,6,1,0,6,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
18,1,0,0,20,3,0,0,10,0.329411765,830,1.0,0,0.0,0.685185185,0,0,44.83333333,8,3.1111,1
2,3,0,4,4,1,1,3,2,2.0,13,0.0,0,0.976190476,0.75,1,1,5.5,1,0.5,0
1,2,0,1,2,0,0,1,1,2.0,338,0.0,0,0.0,1.0,0,0,3.0,0,0.0,1
5,3,0,5,12,10,2,3,5,2.0,39,0.0,0,0.98,0.7,2,4,6.8,1,0.8,1
3,2,0,3,5,3,1,2,0,2.0,24,0.0,0,0.5,0.555555556,0,0,7.0,2,1.3333,0
3,3,0,7,8,3,2,5,3,2.0,23,0.0,0,0.952380952,0.555555556,1,1,6.666666667,1,0.6667,0
42,1,0,3,68,375,1,2,29,0.780487805,2044,1.0,0,0.0,0.226480836,0,0,47.38095238,33,3.1429,0
5,2,0,4,7,0,3,1,5,0.0,45,0.0,0,0.966666667,0.4,0,0,7.8,1,0.2,0
3,3,0,7,7,3,2,5,3,2.0,25,0.0,0,0.953488372,0.555555556,1,1,7.333333333,1,0.6667,0
71,2,3,23,181,1581,4,20,43,0.878881988,2909,0.739130435,4,0.557692308,0.151020408,2,11,39.64788732,12,1.662,1
4,4,0,1,11,4,0,1,2,1.282051282,3800,0.0,0,0.953488372,0.5,2,2,945.75,2,0.75,0
5,3,0,20,33,0,1,20,4,0.416666667,237,1.0,1,0.933333333,0.333333333,2,6,45.8,4,2.0,0
0,1,0,5,0,0,5,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
2,1,0,1,23,1,1,0,2,2.0,145,0.0,0,0.0,0.5,0,0,71.5,8,4.0,1
3,4,0,9,29,3,2,9,2,2.0,107,0.0,0,0.990566038,0.666666667,1,1,34.66666667,1,0.6667,0
43,2,0,12,140,573,1,11,41,0.755102041,1105,0.785714286,2,0.236363636,0.153100775,0,0,24.37209302,2,1.0465,1
26,1,1,14,86,315,9,5,23,0.884444444,1122,0.888888889,6,0.0,0.22,0,0,41.80769231,40,5.0,1
4,1,0,4,16,0,1,3,3,0.5,242,1.0,0,0.0,0.4375,0,0,58.5,6,3.0,0
2,3,0,3,5,0,0,3,2,0.0,18,0.0,1,0.964285714,0.666666667,1,1,7.5,1,0.5,0
39,1,0,1,56,469,1,0,39,0.578947368,198,0.0,0,0.0,0.256410256,0,0,4.051282051,1,0.9744,1
13,1,0,38,32,0,25,14,13,0.333333333,301,1.0,1,0.0,0.211538462,0,0,22.0,4,1.8462,0
18,1,0,44,38,151,43,1,17,0.941176471,274,0.0,0,0.0,0.235294118,0,0,14.16666667,5,1.6667,1
8,5,0,11,15,14,1,10,7,0.839285714,100,1.0,0,0.958333333,0.476190476,1,2,10.5,1,0.75,1
7,3,0,18,28,0,0,18,7,0.0,143,1.0,1,0.934210526,0.285714286,2,7,19.28571429,2,1.1429,0
3,3,0,10,12,3,1,9,3,2.0,50,0.0,0,0.95,0.5,1,6,15.66666667,1,0.6667,1
3,1,0,3,7,3,3,0,3,2.0,33,0.0,0,0.0,0.555555556,0,0,10.0,3,1.6667,0
15,3,11,20,48,101,16,6,10,0.821428571,280,1.0,2,0.933333333,0.348148148,0,0,17.53333333,1,0.9333,1
8,3,0,11,33,8,1,10,8,0.428571429,164,1.0,1,0.965517241,0.3,2,5,19.375,16,2.75,1
3,2,1,31,28,3,22,29,3,2.0,225,0.0,0,0.989130435,0.761904762,0,0,74.0,5,1.6667,0
5,3,0,14,45,4,0,14,4,0.5,244,1.0,1,0.9375,0.36,2,5,47.6,11,2.8,1
30,1,1,9,33,0,9,0,30,0.422413793,933,1.0,0,0.0,0.4,0,0,29.96666667,5,2.1667,1
1,1,0,27,1,0,26,1,1,2.0,4,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
1,4,0,0,2,0,0,0,1,2.0,11,0.0,0,1.0,1.0,0,0,7.0,0,0.0,0
2,5,0,8,14,1,1,7,1,2.0,50,0.0,0,0.995283019,0.625,2,2,24.0,1,0.5,0
57,1,0,24,146,1224,19,9,50,0.895408163,1289,0.828571429,3,0.0,0.115288221,0,0,21.0,16,1.7018,1
21,1,0,4,41,0,3,2,21,0.59,357,1.0,0,0.0,0.261904762,0,0,15.76190476,4,1.619,0
5,2,0,3,13,4,2,3,5,1.0,61,1.0,3,0.904761905,0.5,1,1,10.0,1,0.4,1
25,1,0,3,71,254,2,1,20,0.892857143,582,1.0,1,0.0,0.152727273,0,0,22.0,3,1.08,0
7,1,1,2,14,19,2,1,5,0.833333333,76,1.0,0,0.0,0.375,0,0,9.714285714,2,0.8571,0
8,2,0,4,11,0,2,2,8,0.214285714,105,1.0,0,0.722222222,0.5,1,6,11.875,4,1.125,0
13,3,0,42,36,22,38,5,12,0.416666667,330,0.0,0,0.865853659,0.182692308,2,22,24.30769231,13,2.4615,1
1,3,0,4,2,0,2,2,1,2.0,6,0.0,0,1.0,1.0,0,0,5.0,0,0.0,1
10,1,0,8,21,0,1,8,10,0.711111111,205,0.0,5,0.0,0.4,0,0,18.5,3,1.7,0
1,4,0,2,2,0,2,0,0,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0,1
3,4,0,1,4,1,0,1,2,0.5,426,0.0,0,0.976190476,1.0,0,0,140.6666667,1,0.3333,1
6,2,0,3,26,3,1,2,6,0.733333333,462,0.0,0,0.772727273,0.458333333,1,1,75.0,2,1.0,1
9,3,0,57,49,0,33,24,8,0.583333333,536,1.0,2,0.91025641,0.3125,2,7,58.22222222,5,1.3333,0
5,3,10,10,16,8,10,0,3,1.243589744,1171,0.0,0,0.926829268,0.333333333,0,0,217.6,2,0.8,1
3,4,0,1,4,1,0,1,2,0.5,595,0.0,0,0.976190476,1.0,0,0,197.0,1,0.3333,1
2,5,0,5,7,1,0,5,2,2.0,36,0.0,0,0.98245614,0.75,1,6,17.0,1,0.5,1
14,2,0,10,29,0,8,2,14,0.269230769,332,1.0,1,0.785714286,0.410714286,1,1,22.57142857,6,1.6429,0
29,1,0,24,44,0,23,1,21,0.640625,1655,0.0625,1,0.0,0.242063492,0,0,55.51724138,11,3.0,0
109,2,1,20,134,5826,5,17,108,0.967948718,837,0.769230769,3,0.475490196,0.153846154,0,0,6.559633028,4,1.1651,0
22,2,3,6,42,143,4,2,19,0.714285714,251,1.0,1,0.820754717,0.217171717,1,4,10.27272727,3,1.0455,1
7,1,0,2,10,13,0,2,2,0.861111111,99,0.75,2,0.0,0.571428571,0,0,11.42857143,1,0.8571,0
20,2,0,12,48,0,2,10,18,0.447368421,184,0.0,2,0.540540541,0.258333333,1,1,8.1,2,0.9,0
2,4,0,8,11,1,0,8,2,2.0,44,0.0,0,0.979591837,0.75,1,6,21.0,1,0.5,1
13,2,0,3,36,0,1,2,13,0.083333333,369,0.0,1,0.5,0.230769231,0,0,27.30769231,2,1.0,0
10,2,0,3,21,0,0,3,10,0.62962963,99,1.0,1,0.590909091,0.35,1,7,8.6,2,1.1,0
11,4,1,17,45,39,10,10,9,0.8,333,1.0,0,0.964285714,0.309090909,1,2,28.90909091,4,1.5455,0
2,2,0,2,4,1,1,1,2,2.0,10,0.0,0,0.8,0.666666667,0,0,4.0,1,0.5,1
5,3,0,16,20,0,2,14,5,0.0,86,1.0,1,0.946666667,0.333333333,2,7,16.0,2,1.0,0
2,6,0,5,12,1,0,5,2,2.0,70,0.0,0,0.984615385,0.75,1,6,34.0,1,0.5,1
3,2,2,5,4,3,4,1,3,2.0,10,0.0,0,0.942857143,1.0,0,0,2.333333333,1,0.6667,0
5,4,0,9,31,2,2,7,4,0.333333333,151,1.0,1,0.981308411,0.4,1,2,28.6,1,0.8,0
9,1,0,7,29,12,5,2,8,0.625,581,1.0,0,0.0,0.416666667,0,0,63.22222222,7,2.5556,1
3,1,0,5,12,0,4,1,3,0.5,133,0.0,0,0.0,0.555555556,0,0,42.0,1,0.6667,0
2,5,0,8,8,1,1,7,2,2.0,57,0.0,0,0.995327103,0.625,1,1,27.5,1,0.5,1
4,4,8,14,23,6,9,5,3,2.0,94,0.0,0,0.985915493,0.55,1,1,22.5,1,0.75,1
20,1,0,4,53,70,1,3,16,0.795321637,451,0.888888889,0,0.0,0.214285714,0,0,21.1,3,1.25,1
5,4,0,9,13,10,3,6,5,2.0,54,0.0,0,0.981900452,0.6,3,7,9.8,3,1.2,1
3,4,0,39,5,0,39,0,3,0.0,22,1.0,0,0.944444444,0.666666667,0,0,6.0,1,0.3333,0
6,4,0,18,21,15,7,11,6,1.0,80,0.0,0,0.981900452,0.375,3,8,12.16666667,1,0.6667,1
7,4,0,12,18,0,3,10,6,0.166666667,156,0.0,1,0.931034483,0.367346939,3,16,21.14285714,2,1.0,1
1,1,1,1,2,0,1,0,1,2.0,26,0.0,0,0.0,1.0,0,0,3.0,0,0.0,1
4,3,3,54,36,6,46,31,4,2.0,243,0.0,0,0.978723404,0.642857143,0,0,59.75,2,1.0,0
2,4,0,11,13,1,0,11,2,2.0,44,0.0,0,0.989690722,0.6,2,4,21.0,2,1.0,0
17,1,0,3,39,62,2,1,16,0.7578125,276,1.0,1,0.0,0.441176471,0,0,14.76470588,4,1.4706,0
43,1,0,14,93,783,4,10,1,0.962585034,1969,0.166666667,2,0.0,0.328042328,0,0,43.81395349,19,1.5349,1
8,3,0,16,18,4,5,11,5,0.571428571,75,1.0,0,0.922077922,0.325,2,8,8.125,1,0.75,0
10,3,0,19,33,0,6,15,7,0.583333333,262,1.0,0,0.875,0.266666667,2,6,24.8,10,2.1,0
13,1,0,9,16,0,9,0,12,0.361111111,160,1.0,0,0.0,0.41025641,0,0,11.07692308,2,1.2308,1
3,1,0,1,9,0,1,1,2,0.0,67,1.0,1,0.0,0.5,0,0,20.0,3,1.6667,0
2,5,0,5,9,1,0,5,2,2.0,43,0.0,0,0.982142857,0.75,2,7,20.5,1,0.5,1
