wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
12,1,0,10,43,65,6,4,11,1.0841330296657212,953,0.4473409548393162,0,0.032205519006688145,0.24109858120120656,0,0,77.55118263466157,26,8.196548477360379,1
25,1,0,19,69,68,8,12,0,0.687999773967042,1310,0.9682725319243194,3,0.07251992694287657,0.2827019928280976,0,0,51.75861867498985,27,3.85034281570801,1
64,5,0,128,252,1652,107,43,41,0.9549464159521917,2133,0.5843870451000083,8,0.9109480021197126,0.08678649859835505,2,9,31.63811328368244,30,2.9185862695980034,1
5,3,0,5,30,2,1,3,3,0.5185033284104135,195,1.0,0,0.9611455727482555,0.4543475988535474,1,8,37.155263908183095,8,2.368947218363381,1
54,1,0,108,165,1416,102,14,48,0.983634908318272,2279,0.08063469307622845,1,0.15078543746210124,0.07699270398378238,0,1,40.633526091881734,24,4.5347769005730845,1
10,6,0,18,89,15,6,17,4,0.7930189207613478,605,1.0,1,0.9864121359381635,0.25384990458579637,2,5,58.67855348881042,16,3.3494895599883514,1
121,1,0,93,290,6233,74,31,94,0.9068010946663597,4357,0.824643648176559,7,0.10101832567176786,0.09278400434906395,0,0,34.62941226106812,19,3.101990406103954,1
18,1,0,17,53,71,13,8,16,0.8263463003495672,466,0.9817079757020087,1,0.11707435613191314,0.1755152892580569,0,0,24.483728424791188,12,2.531191122679125,1
3,2,0,8,18,5,0,7,2,0.9444825654741164,54,1.0,0,0.27547784766343647,0.31020106870674424,0,0,14.260911172953087,2,1.194506413685291,1
3,1,0,9,4,0,9,0,3,0.9601296190347637,26,0.7799027859189029,0,0.0,0.6100486070405485,0,0,7.395947837290697,0,0.5849270894391772,1
39,1,0,64,144,694,48,23,33,0.9183593995456846,1544,0.5098850719805272,1,0.0,0.12808215118048347,0,0,37.455037956403814,18,2.7132277891791765,1
5,3,0,6,25,1,2,4,3,0.6731310177396338,123,0.5151736824068126,0,0.5120371607796889,0.42828153503132715,0,0,20.890968942498393,1,1.058557875172447,1
2,1,0,4,4,1,0,3,2,2.0,11,0.0,0,0.0,0.7540764473943602,0,0,4.877706578413782,1,0.5122293421586219,1
40,5,0,35,148,540,18,27,18,0.8693430574482571,1718,0.6962291912476808,5,0.94552748670957,0.1507303619300886,3,11,41.393375853647186,12,2.4811014831165026,1
39,7,0,28,158,528,7,26,8,0.8295544326045178,1796,0.892857143,5,0.947245064264937,0.20002864110488228,3,5,43.83903472593552,14,2.1489181087359457,1
23,5,0,23,94,90,14,16,13,0.7934750935597356,464,1.0,3,0.9669795067524699,0.18321174034244306,1,4,18.7775266372507,9,1.5248922213576226,1
40,6,0,34,153,550,17,27,17,0.8653998676422181,1738,0.7238803812541973,5,0.9452293458940136,0.14645110756782515,2,8,41.428456280292856,13,2.4565152851856698,1
14,2,2,46,23,45,46,1,10,0.5567578066471751,147,0.0,0,0.46213770646782726,0.52609889421114,0,1,8.752988460009266,3,1.2849891739754016,1
20,2,0,19,57,98,16,8,9,0.8751614939614633,647,0.7383243064175851,4,0.29155906178912916,0.17940715810554056,0,5,30.00305505989874,11,2.6270557591204797,1
2,1,0,4,4,1,0,4,2,2.0,12,0.0,0,0.0,0.75,0,0,5.0,1,0.5,1
16,3,0,14,62,64,6,13,7,0.7811317505797957,424,1.0,2,0.654487654047933,0.3014029243647563,1,3,24.149476371573847,10,1.8938263376731577,1
12,7,0,9,72,36,2,8,2,0.9131125998634513,701,0.9283486131670937,1,0.9834655354681255,0.2518603406632681,1,2,56.12590190036482,6,1.3566972263341874,1
15,5,0,17,66,69,10,14,8,0.8397645496159021,357,0.8667029960543611,1,0.9790016079474674,0.24649216375764954,3,10,22.77873271003589,8,1.6960246367587497,1
2,7,0,8,24,1,2,8,2,1.650613000950667,103,0.349386999049333,0,0.9981806261035928,0.7208844168623513,0,1,44.22504434516116,4,2.5100818155935247,1
11,4,0,13,67,29,4,12,5,0.8234857745431646,482,1.0,0,0.5245386949927647,0.21748390101078502,2,3,41.442894196855235,7,2.411673291083269,1
17,5,0,19,74,69,8,17,6,0.7862726429769914,418,0.9464251409537183,1,0.976083707,0.3014680460774629,2,7,23.16179012922537,9,1.5882863004937748,1
14,2,0,12,90,29,6,7,8,0.680340883440528,920,1.0,1,0.8463463963786746,0.6079787268821608,1,6,64.42668054608592,10,2.0714,1
5,1,0,9,15,0,8,2,0,0.0,87,1.0,0,0.0,0.38998155883601454,0,0,13.917267289073639,4,1.860544645624168,1
20,1,0,25,91,132,8,18,16,0.7267790865459326,824,0.8821296010918651,2,0.0,0.23664878156173824,0,0,38.46622708351742,15,2.9870745355223205,1
14,7,0,26,107,69,3,26,8,0.869230769,724,1.0,2,0.98048048,0.174603175,0,0,50.06735197830996,9,2.1638947900963776,1
34,2,0,51,184,234,32,32,20,0.7767652294001928,1885,0.9159930351928333,5,0.2702161252662426,0.17144430593254015,0,0,54.61971717349327,20,3.657639163155868,1
19,5,0,19,83,111,6,17,4,0.8216697635087,487,1.0,3,0.972490317306898,0.3336102211726623,2,5,23.518038787088642,10,1.5292214345698585,1
3,1,0,5,15,3,0,5,2,0.8218480364257363,58,0.5344558912572469,0,0.0,0.333333333,0,0,15.375064931013467,3,1.8232357155155183,1
14,3,0,26,90,71,6,23,10,0.8258930594630167,734,1.0,2,0.47169734255727547,0.21249199145870146,0,0,49.06411261302543,11,3.31413639169438,1
10,3,2,16,21,39,15,3,10,0.791819733404969,61,1.0,0,0.4916759311243621,0.4678162340066403,0,0,5.485059744106245,1,0.8959746017341539,1
119,1,0,174,372,6137,147,55,83,0.9299945053955732,5212,0.9235543707319778,8,0.07610066552403749,0.05735100728499745,0,0,42.27328507864297,52,3.8901163464233206,1
9,1,0,12,43,9,10,3,8,0.6922199844350247,292,0.8504969129228798,0,0.0,0.3338614431372143,0,0,29.86720372735553,9,2.9207866460983523,1
49,1,0,63,129,952,53,16,42,0.8528057194485141,1680,0.07831025761034983,3,0.0,0.11963706615973066,0,0,33.159582648128335,26,2.636524715062495,1
5,1,0,10,27,0,4,8,0,0.5125838939924826,157,0.07550336380388922,0,0.07504227457657617,0.46163310938790625,0,0,29.909395963435333,4,1.7244966361961107,1
3,6,0,4,23,1,1,3,1,0.8701306688788237,159,0.7532462207474508,0,0.9969777396013381,0.8903316537752021,0,2,50.740261337757644,1,0.6667,1
13,2,0,9,39,41,5,6,10,0.7918122849043491,303,0.9546163574558495,1,0.867247418665505,0.2345782164667129,0,3,20.554689555363,8,1.7083093591961533,1
13,5,0,19,72,37,15,11,7,0.852801287078891,531,0.9358978282546927,2,0.9806564243876306,0.28205261463006664,2,5,36.27713132000118,6,1.8392413260745424,1
2,1,0,6,13,1,1,4,2,1.378737226672565,51,0.5265784666592938,0,0.0,0.4911405110958498,0,0,14.93078771283934,2,0.9387978362671894,1
16,4,0,14,60,24,4,12,14,0.7604209171895204,549,0.6663542616138662,4,0.914432291073912,0.3147346670268684,0,0,32.70504092587594,9,2.5713408440189203,1
17,2,0,11,73,99,1,11,8,0.8801763645929298,1116,0.9976590484041145,4,0.45921321837961804,0.2627930072259188,1,2,62.766288399374815,34,6.165303908546908,1
118,1,0,37,213,6045,32,10,35,0.921438538604221,5215,0.7569465390198971,2,0.0,0.12457393343192788,0,0,42.510384213196176,17,1.957465536029729,1
5,2,0,5,31,3,1,5,3,0.7685784373429638,233,1.0,0,0.7583695635287255,0.7591683998041338,1,3,38.00658632273057,6,2.7871900160184375,1
33,7,0,24,144,397,7,22,5,0.8292702679428596,1678,0.8905078751056695,5,0.9543416451748866,0.22402842367847756,2,4,48.512155838211015,12,2.072017728610124,1
19,1,0,14,62,14,7,8,12,0.6103879647168658,1655,1.0,2,0.0,0.19865524266518897,0,0,84.46085473124649,32,7.827015874476099,1
159,1,0,135,369,11698,106,49,123,0.9406781943936237,5647,0.6881416477100485,11,0.0,0.08150448012739335,0,0,34.00913669059595,52,3.5614717868224064,1
30,5,0,28,82,259,20,16,22,0.9223105612294719,740,0.5854366496615969,5,0.9583076406996991,0.20890122856926077,0,0,22.89552158430238,11,2.32724610949307,1
8,2,0,8,50,0,1,7,5,0.6672920893910875,551,1.0,0,0.3370052529058585,0.3592225896450387,0,2,77.47871830690445,11,2.8701853342772874,1
54,4,0,25,139,1084,17,15,49,0.9660836395128656,1032,0.4638403490670039,4,0.924177396,0.11032808538214366,3,22,17.35874970319298,7,1.5477781836805273,1
11,6,0,10,56,29,3,9,1,0.7449392707115922,343,1.0,0,0.9847808787136837,0.41518218852595223,3,7,28.904410536214375,5,1.8268606499947633,1
17,1,0,12,68,55,3,10,6,0.8085336821456519,1152,0.9569443517763501,4,0.2467588575077023,0.3156218089339244,0,1,65.10880263051422,34,5.946180439720438,1
8,5,0,6,24,25,4,4,8,0.8507120274454202,75,0.887460482513503,1,0.8779325328309835,0.5981439787407079,0,0,7.866998752040951,1,0.8583779132672444,1
15,6,0,10,56,77,7,7,5,0.8693300612868549,322,1.0,1,0.9784996966075022,0.2535859132897409,1,2,19.668858704439224,3,1.1961828738834823,1
14,1,0,10,56,102,6,5,13,1.0487772491451142,963,0.47643204094140446,0,0.14657312443698406,0.2773898929676812,0,1,69.0399138423788,23,6.95761340393797,1
7,5,0,11,39,8,4,8,2,0.807818242862651,397,1.0,2,0.9908944218933858,0.3044927315075341,0,0,57.63360865628097,3,1.1198091690879453,1
3,1,0,3,12,3,1,2,2,0.6794407141134078,61,0.9887287819554428,0,0.0,0.3370904056890332,0,0,14.235910977444304,3,2.230275368422025,1
2,1,1,5,4,1,2,2,2,1.3968025978230205,11,0.6031974021769796,0,0.0,0.6997335500196509,0,0,4.3968025978230205,1,0.5,1
5,1,0,10,27,0,4,8,0,0.5321916419039523,154,0.193149851037414,0,0.19197031000660914,0.4537900101997891,0,0,29.28411008937755,4,1.606850148962586,1
3,1,0,3,13,3,0,3,2,0.6791168941359249,61,0.9626493185548747,0,0.0,0.333333333,0,0,14.340264146950222,3,2.2157606303192536,1
12,1,0,8,39,48,3,5,10,0.275520989616289,298,1.0,1,0.05466935120521699,0.3040113816981264,0,0,21.990734954077578,7,2.4715026012657297,1
11,6,0,10,70,28,2,9,2,0.8607799266398871,720,0.99386600655648,3,0.9098677838671761,0.28578825658723467,0,0,60.49717711060808,8,1.7272969665657742,1
26,1,0,24,94,166,5,20,19,0.7411465301043424,1178,1.0,3,0.17042258100688118,0.16208275176566636,0,0,45.44462112692471,27,4.124620516039301,1
10,5,0,14,68,18,3,13,5,0.7614164530168441,477,1.0,1,0.6668194715562974,0.29859850916601993,2,4,44.83054803271065,7,1.9082636171157685,1
3,1,0,10,4,0,10,0,3,0.7825666869048241,26,0.9130749850496507,0,0.0,0.5217312537375873,0,0,5.228268746262413,1,0.7282687462624127,1
19,4,0,26,63,132,23,11,11,0.8884523410952045,349,0.966658252231291,1,0.6180505914029518,0.17650800466106698,1,3,16.48333741376526,6,1.42885583551594,1
14,5,0,8,50,63,3,7,6,0.7039486378428145,313,1.0,1,0.7215401083806307,0.29490441856103744,0,0,20.989190553401997,4,1.448686669588191,1
12,1,0,11,59,40,3,9,6,0.805490150552886,485,0.6607487618132466,0,0.0,0.21388300164949084,0,0,37.00408512581189,5,2.4490923320806672,1
243,4,0,68,475,15738,51,37,190,0.8796750110650912,8922,0.7919599209856368,10,0.7280631126600882,0.07730730385280916,3,13,35.40875200990038,28,3.2328079607294824,1
4,1,0,3,13,5,1,3,3,0.6831407901754422,61,1.0,0,0.1226170493453621,0.3230370060307931,0,0,13.477775474220586,3,2.0749583222925287,1
16,5,0,16,70,37,5,15,12,0.8208732245202998,543,0.7321143482797526,3,0.9781801552894193,0.2905491024417439,1,2,32.617428066869984,8,1.9917123628211115,1
20,4,0,17,90,138,11,13,8,0.8377838152381673,576,0.9407892270277018,2,0.6858689687431172,0.1942383438326619,0,0,26.41823961909979,8,1.814679150736384,1
52,4,0,21,141,967,13,14,45,0.9604955766428493,1095,0.6955252020103229,4,0.9267037238200556,0.10322323315032916,3,24,19.474442465742438,9,1.6288163414090688,1
19,6,0,18,64,138,13,13,7,0.8820407429909373,348,1.0,3,0.97202668539898,0.19627486163393787,1,2,16.208982724439444,4,1.2696420655604252,1
57,2,0,77,167,1378,66,24,41,0.9432465285661937,1745,0.42602528816967555,5,0.3077180083872649,0.10085550356415411,0,1,29.04278230712297,11,2.0670615599505577,1
3,6,0,3,18,1,1,2,3,0.5,257,1.0,0,0.996987952,1.0,2,4,82.07618064564926,4,1.9417082735631725,1
36,3,0,64,213,232,39,40,25,0.7403243987541075,1835,0.9572871514423906,6,0.60191365337918,0.1453421434170592,0,1,49.62640484943006,23,3.851145456316847,1
20,1,0,17,78,102,10,15,7,0.8601527085240989,527,1.0,3,0.03326035171853054,0.24124096437867035,0,0,23.52128315956983,5,1.5740903295104935,1
37,2,0,62,112,640,54,12,28,0.9253181216410505,1616,0.9818558400133262,0,0.1603039592194644,0.1336819796346785,0,0,41.935482896282394,16,3.8705319788009875,1
11,6,0,10,58,33,3,10,1,0.7712339880416245,339,1.0,0,0.9843236882544829,0.3362980362203189,3,9,27.716367395539876,4,1.7503745759192213,1
219,4,0,61,441,12569,42,38,174,0.8823490499518866,7949,0.8773231310133236,10,0.7484674600719977,0.08256507928157061,3,10,35.01041342573608,25,3.0986900882205237,1
29,2,0,26,96,295,12,19,22,0.8918423306683083,731,0.8445323307019843,3,0.34733270564550744,0.14895669057801947,0,0,23.851191436246978,9,2.288017027360991,1
22,1,3,25,39,172,21,6,21,0.9744954478853857,247,0.261941697287534,0,0.0,0.35201229512257104,0,0,9.838145237737047,4,1.340443010002047,1
10,1,2,6,29,31,4,4,7,0.9333310506838137,141,0.5203263168728574,0,0.2179682965947554,0.254703308105584,0,0,12.715345870172335,3,1.382171281985824,1
6,5,0,7,32,10,4,6,0,0.7707075738829188,145,0.9745472651988699,2,0.9656472902632224,0.290320018965226,0,0,19.558422162760166,1,0.8810993836439855,1
14,2,0,11,43,68,5,7,11,0.43779875287416004,318,1.0,1,0.21495807738013717,0.29688588701580987,0,1,20.656627702257463,7,2.24736129055935,1
6,1,0,7,24,2,3,4,4,0.648013380742289,128,0.11423792592039683,1,0.1133030820157849,0.43770704088339385,0,0,19.5571189629602,1,1.2761810370398015,1
30,1,1,27,93,369,15,16,24,0.9161196383923252,721,0.6397956690038125,1,0.0,0.17648291131280947,0,0,23.171594168990364,8,2.1017758221819083,1
6,1,0,5,28,3,1,4,4,0.7698956227698066,230,1.0,0,0.7116541697333933,0.7167756104487862,0,2,35.95205391616333,6,2.9824407746900814,1
78,5,0,148,275,2634,121,46,47,0.9565558478863111,2511,0.7054203401049217,8,0.8938172011886558,0.09089362894163536,3,12,30.139498765748904,10,2.5215104318728696,1
13,1,0,8,37,31,5,7,10,0.6865320506228474,485,0.9271571444713667,2,0.0,0.21544582673393758,0,0,33.61875057596008,7,3.352912063973807,1
1,2,0,4,2,0,1,2,1,2.0,8,0.0,0,0.5152216328496538,0.8788054082124135,0,0,4.484778367150346,0,0.24238918357517308,1
11,1,0,9,44,69,5,4,11,1.547282108824266,900,0.1828283790442794,0,0.0,0.3031350553882643,0,0,79.33603131587455,25,6.68255928176531,1
13,1,0,10,76,43,6,6,9,0.7810084271156417,906,0.852392539669943,0,0.6245784792333468,0.5210270397272525,0,5,66.33499398260605,14,3.7104738327858486,1
19,5,0,18,83,114,5,17,4,0.8214048588786015,492,1.0,3,0.972162314508907,0.3320605282938585,2,5,23.488833035199495,11,1.581065815788531,1
20,1,0,12,62,138,8,7,12,0.9478127530234528,592,0.47795996512241556,2,0.2803473516182329,0.24911982860349086,0,1,27.89133563640106,9,2.72044480418531,1
144,1,0,113,332,9598,89,44,110,0.9400271722133307,4691,0.7673727820148524,11,0.07071019695439894,0.07826533800201835,0,0,31.36295818129153,28,3.4599927189572077,1
10,2,0,16,47,20,3,15,4,0.7338598090459357,405,0.7633694450612377,2,0.47927797615728507,0.277587911149754,0,0,38.4266557482197,6,2.2252525341571836,1
5,3,0,10,30,2,4,8,1,0.5963826777672184,153,0.5782960654467182,1,0.5747644865535235,0.42811359577745345,0,0,29.05302236073197,2,1.2217039345532819,1
64,5,0,63,207,1621,39,37,29,0.9427390410215929,1851,0.8306874385426886,5,0.9114606242649916,0.11102896108886483,2,10,27.260134175873244,13,2.319454565721208,1
12,1,0,7,40,38,1,7,7,0.8606234033621075,471,0.9602289204945542,3,0.487809996803233,0.3056350414823226,0,2,36.4579344354444,11,3.2695668450925233,1
14,3,0,12,85,39,5,9,6,0.7383953763404707,881,1.0,1,0.884832505458121,0.5161215716394776,1,5,61.35411802939134,10,1.9611353253524078,1
14,1,0,8,35,44,4,4,11,0.6171687557973821,320,1.0,1,0.5631650706321345,0.2549114404729391,0,0,21.45474055182597,8,1.963222443990785,1
11,1,0,10,48,17,4,7,9,0.8854174699185038,1563,0.588708062044163,2,0.0,0.2811486234006023,0,0,137.15713356469018,31,8.594925898851073,1
118,1,0,140,331,5902,117,43,89,0.9034925616688656,4617,0.8984563340899147,8,0.0,0.08022081777611839,0,0,37.75905328888873,37,3.4213975822371894,1
63,4,0,65,199,1646,41,33,31,0.942257587764242,1878,0.7779084762095517,4,0.7423020107442212,0.11198579791703346,2,9,28.10260448932956,12,2.3728507274299973,1
16,1,0,14,59,15,6,10,13,0.6454465165260688,1625,0.9686306720944379,3,0.0,0.23347331118040468,0,0,98.03236697527737,36,8.709324660935176,1
16,2,0,11,73,94,1,11,7,0.8749863806751085,1119,1.0,4,0.48392817322089265,0.2659571884703353,1,1,63.99532763466774,33,5.906006189613189,1
46,4,0,19,119,827,10,14,41,0.9624621728127013,957,0.5796661392511737,3,0.9345798204530912,0.12532267593187313,3,18,19.270994775993223,21,1.7718920525131605,1
11,2,7,18,30,34,15,4,9,0.769261353507687,263,1.0,1,0.49070177616706157,0.4188212518725046,0,0,21.80228006695564,3,1.6295714947239914,1
184,1,0,117,405,12640,93,44,145,0.9283132035918172,6747,0.6680810803339644,10,0.20469890404019875,0.08197001272464291,0,5,35.01246197099221,50,3.5084766129377893,1
5,1,0,10,46,1,1,9,1,0.7200623076206544,561,0.9467106349356629,1,0.0,0.4018640655813976,0,0,105.84960923864526,3,1.1577584683823916,1
12,6,0,10,65,35,3,9,1,0.784318211875235,446,1.0,0,0.9834509278841413,0.47666357684325233,2,4,35.17480667421316,8,2.1039527344524163,1
11,5,0,11,69,25,2,10,2,0.8503975279128696,721,0.9885354868075796,3,0.8458732684945106,0.2806798418023297,0,0,62.88450960071587,9,1.9248209744246305,1
64,5,0,126,251,1652,105,43,40,0.9546259516105174,2126,0.5915424942985547,8,0.910942926939254,0.08748157940493863,2,9,31.532114008699924,29,2.902243836969083,1
5,2,0,4,19,10,1,4,5,1.4643691569181247,89,0.2678154215409376,0,0.7788506471362635,0.5,1,2,15.571261686163751,2,1.0669538553852345,1
61,5,0,61,216,1474,33,43,32,0.9431539839774042,1893,0.5856224552973095,7,0.9171364895860774,0.13136404151035005,3,12,29.048188433867193,21,2.4094511918744854,1
52,4,0,27,131,998,19,15,49,0.9710211910989422,935,0.14296557714415037,5,0.9266993573297378,0.12718336476016745,3,20,16.121525805181356,7,1.57158677885338,1
5,1,0,7,21,6,5,2,4,0.8487771243348968,190,0.4942738501382714,1,0.462385214661424,0.39249349818503776,0,3,31.341272358468153,4,1.5088240709839758,1
13,3,0,12,66,44,4,11,3,0.8254313772616141,500,1.0,0,0.4191084892170396,0.3168642961141556,1,2,36.9744338872245,8,2.4400163424838057,1
8,5,0,3,33,33,1,2,7,1.8077520187742264,148,0.1618930368217042,0,0.991154710369611,0.468866723737947,1,1,16.135584687966777,2,1.104763370397287,1
10,3,0,9,40,10,5,4,6,0.5727099562806083,626,0.4585286378259874,1,0.5602814447471693,0.3610223505599785,0,1,56.06823411376958,8,3.57681619811529,1
67,4,0,52,191,1812,29,33,31,0.9353773424101938,1851,0.830193322647462,5,0.7020992038802096,0.11345916246567073,2,9,26.259979155274078,10,2.109296638933608,1
10,3,0,19,55,24,4,18,2,0.7371024208437444,389,1.0,2,0.6627433302174477,0.2693179635124528,0,0,37.256658365987875,6,1.9174055577924936,1
3,1,0,5,15,3,0,5,2,0.7846237924024594,59,1.0,0,0.0,0.333333333,0,0,15.105189161202592,3,1.9256061091063026,1
6,1,0,5,16,0,1,4,3,0.6742516844787853,415,1.0,1,0.04108551143650918,0.26674150566281074,0,0,57.447242907028084,13,4.01286935557772,1
20,1,0,12,91,174,4,10,17,0.9737411113754565,691,0.14749673654317058,0,0.5484402429073563,0.36633226659449514,1,2,32.54868731488396,8,2.831669349420107,1
12,6,0,22,93,31,7,20,5,0.804194128214442,567,0.9623595997292177,3,0.9828375357130501,0.26874523868401434,0,0,44.30764244014447,10,2.449808784703081,1
6,1,0,8,31,2,1,7,3,0.6586525805754909,510,0.5770985925535479,1,0.3504481483211202,0.2838967139658997,0,0,73.69478852652269,8,3.759039465939349,1
21,1,0,27,90,136,9,19,16,0.805214201766705,855,0.9573439341536928,2,0.0,0.23256134056663078,0,0,38.9127689008297,15,2.4532445106954075,1
102,1,0,150,317,4347,126,44,71,0.9103772753597187,4314,0.9739326385124847,7,0.0,0.06662268414781791,0,0,41.216818915350494,49,3.881206574086694,1
12,3,0,9,50,30,2,7,6,0.7180037701746549,431,0.6247955973838935,0,0.7516513637909121,0.40619889920527175,1,2,32.99694303372791,6,2.1663139740373065,1
11,5,0,7,39,25,2,6,1,0.42415451388967845,572,1.0,2,0.9005498580028389,0.4929594731358216,0,2,50.68720510132447,1,1.1188216009213279,1
8,2,0,5,28,10,2,4,7,0.735924573220667,230,0.8196167847195236,0,0.723604468995847,0.5418390067195236,1,3,25.656337990585797,4,1.7012408499805698,1
9,5,0,5,34,41,2,4,7,1.5373555420719498,156,0.3895953329920424,0,0.9885955462744712,0.4250778206983289,1,1,15.095598239637335,2,1.0763005833759947,1
13,1,0,7,34,36,4,4,11,0.759297280202839,302,1.0,1,0.7825366837532479,0.23026738864688595,0,0,20.067807627005116,7,1.740483039319664,1
46,4,0,17,124,849,9,14,40,0.958065690648717,1030,0.7996465141682692,3,0.9336177388179883,0.11362130073529705,3,20,20.466758559452938,21,1.77267784048273,1
125,2,0,105,318,6871,82,40,89,0.9512391703574414,5049,0.8003073849760405,7,0.3094336007304474,0.06800194284299782,0,0,38.93723448333003,26,3.556020149714956,1
42,1,0,40,148,574,10,33,27,0.7879913918404046,1744,0.9134523508452091,4,0.12794750968141258,0.11397064588741943,0,1,39.813011736383174,24,2.7012616537084506,1
54,4,0,26,137,1091,18,15,49,0.9667988117720356,1018,0.40514171945205557,5,0.924177396,0.11233954281516653,3,22,17.040006576173845,8,1.5405440712256069,1
12,2,4,17,29,26,12,4,10,0.7528269214938117,272,1.0,2,0.2662417345185101,0.3820625817417751,0,0,21.187609378525657,4,1.925584389718906,1
19,2,0,16,85,103,7,15,5,0.8197998419005862,539,1.0,3,0.44832037923929646,0.22778359185837088,1,1,27.07230484402826,9,2.0122306178059506,1
16,2,1,13,48,51,8,10,14,0.7824046061656609,445,1.0,2,0.16396643564780228,0.23576740311225303,0,0,25.91247108826591,14,2.613756236874324,1
13,1,0,10,80,39,6,6,8,0.739290928596351,899,0.9094455202450835,0,0.7086565559176897,0.5589137846973732,0,5,64.74226493959479,12,3.076941846434682,1
24,4,0,18,117,122,10,14,11,0.7914823307454577,794,0.9561165283317044,2,0.8164022534634982,0.20391779524683315,0,3,31.782520625936566,12,2.5846039532393696,1
11,5,0,7,38,26,3,5,1,0.40931383347653605,574,0.9593057388435957,1,0.9518315162423502,0.48955513965039965,0,2,46.02470675535686,2,1.3427690111647403,1
41,4,0,41,143,563,25,29,28,0.8854387934638785,1672,0.5893093097598678,4,0.7976865487174191,0.09983003062971128,2,12,39.0834354151584,13,2.782077655837009,1
19,2,0,16,84,103,8,15,6,0.8273727924397363,537,1.0,3,0.3669782541382349,0.22965451106992554,1,1,26.428474753017447,8,1.9322474162330188,1
13,3,0,11,64,42,3,10,3,0.813860640749116,500,1.0,2,0.5164981506806494,0.3485075265981541,1,2,36.962711829731376,7,2.3362390926570322,1
3,1,0,4,4,4,2,2,3,2.0,6,0.0,0,0.0,0.8592693782111666,0,0,1.7219186602211662,1,0.8278081339778833,1
17,5,0,29,119,58,12,22,10,0.6538164750750575,763,1.0,3,0.9757427591412848,0.19789788922441273,0,0,43.57976383937248,17,2.732803915416201,1
10,3,8,17,29,31,15,3,7,0.7807462462742545,248,1.0,1,0.5792232802374759,0.4656005375870352,0,0,21.861319663768473,3,1.471514195546077,1
7,5,0,7,16,20,5,3,4,0.79344279005866,48,1.0,0,0.6995689727007854,0.25,0,0,6.288568188195928,1,0.8529814658357469,1
18,3,0,16,87,104,6,15,5,0.8072708479058855,543,1.0,3,0.5828960630020174,0.22468826785685309,1,2,28.137483244729577,10,2.1445580438208918,1
3,6,0,7,33,3,2,5,2,1.387091316471719,157,0.4596815127611311,0,0.9955429573800822,0.48404954269952116,0,0,41.875707391180626,1,0.7279755456510588,1
2,7,0,5,26,2,1,5,2,1.075933410369622,109,0.9240665896303779,0,0.9971028892398048,0.6729944511721574,0,0,36.37108993863795,1,0.8818421316002503,1
12,5,0,8,37,59,4,7,8,0.9048463460937615,174,0.9222346559210429,1,0.9826091708455656,0.32264718183741015,2,2,12.662870564027317,2,1.0097206680098696,1
44,4,0,15,122,461,8,8,38,0.8995163489362855,1143,0.9997400677085068,3,0.9363048157262599,0.13683907087514183,2,17,24.036721382633086,12,2.090827891814704,1
15,6,0,12,90,48,2,10,3,0.8103768297837337,1185,1.0,3,0.9613847888259792,0.28264117704685215,1,1,76.52087425851278,8,1.4840372650539893,1
30,4,0,28,83,266,20,15,22,0.921841371031839,750,0.5684263889688889,4,0.9559803303474093,0.21052453734195245,0,0,22.830019609124815,11,2.35818976373387,1
53,1,0,60,142,1012,47,19,44,0.8016645208216954,1682,0.10551838298018994,4,0.0,0.12428827004442018,0,0,30.496309116841836,30,1.9195906126426092,1
17,5,0,15,64,102,12,11,8,0.8864169981244177,347,0.9475672404268993,1,0.975417877693527,0.2206824856771929,3,7,18.953793157039364,5,1.305692929953171,1
26,5,0,18,87,195,14,6,15,0.8276265691910953,609,0.8074302518167612,0,0.9177933775415187,0.256040415380781,2,6,22.815942801853307,11,2.3516383130911134,1
13,5,0,14,74,43,4,12,1,0.8164190991880274,517,0.997292770427966,0,0.982130831545741,0.4907954193944427,2,5,38.000912402927604,11,2.2879155661688695,1
3,1,0,6,12,0,5,1,3,1.1516676353651405,251,0.7366621473327192,0,0.0,0.333333333,0,0,77.22793727103736,80,26.95180373058545,1
13,4,0,9,47,17,5,6,4,0.5104239113988017,661,1.0,2,0.6793894048717304,0.4772470758423113,0,2,47.15138123252209,5,1.6943233768056711,1
11,3,0,12,67,31,4,12,5,0.8244685307929102,482,1.0,0,0.47219133569582883,0.21379856499463576,1,3,40.91506335979696,7,2.4644182305022397,1
2,2,0,2,7,0,1,2,2,1.8265895762756328,83,0.0867052118621836,0,0.8725112378608425,0.6141618485172271,0,0,39.04913273310087,8,4.218208061447903,1
24,4,0,29,87,193,14,22,10,0.8494558554741456,498,0.8935365786615822,2,0.9242031430176411,0.1470269350998672,2,11,18.621993549585987,6,1.6115030319239192,1
15,3,0,9,66,38,3,7,10,0.7334748251405554,674,0.801267404368257,0,0.7905995195125892,0.19413361410417448,1,4,43.840977455473634,19,3.999172500553095,1
29,3,0,27,90,283,15,17,22,0.9046655069023981,740,0.7261645488686237,3,0.6117799834047747,0.1752075030378671,0,0,23.384402363209745,10,2.3169618955830305,1
3,4,0,2,26,0,1,1,3,0.5783134188077341,190,1.0,0,0.995755591457163,0.44528121179815683,0,2,48.920686044474536,1,1.109445608702811,1
